TA_key,from_place,from_date,to_place,to_date,transportation_tools,etl_load_time
TRAVEL-1170620,SHA - 上海 - SHANGHAI , 2023-09-23 , BUD - 布达佩斯 - BUDAPEST - HU - 匈牙利 - HUNGARY , 2023-09-23 , Plane ,2023-11-07 09:49:06
TRAVEL-1170620,BUD - 布达佩斯 - BUDAPEST - HU - 匈牙利 - HUNGARY , 2023-09-23 , FRA - 法兰克福 - FRANKFURT - DE - 德国 - GERMANY , 2023-09-23 , Plane ,2023-11-07 09:49:06
TRAVEL-1170620,FRA - 法兰克福 - FRANKFURT - DE - 德国 - GERMANY , 2023-09-30 , SHA - 上海 - SHANGHAI , 2023-10-01 , Plane ,2023-11-07 09:49:06
TRAVEL-1170564,SHA - 上海 - SHANGHAI , 2023-08-24 , KVN - 昆山 - KUNSHAN , 2023-08-24 , Private Car ,2023-11-07 09:49:06
TRAVEL-1170838,SHA - 上海 - SHANGHAI , 2023-08-30 , PEK - 北京 - BEIJING , 2023-08-30 , Plane ,2023-11-07 09:49:06
TRAVEL-1170838,PEK - 北京 - BEIJING , 2023-08-31 , SHA - 上海 - SHANGHAI , 2023-08-31 , Plane ,2023-11-07 09:49:06
TRAVEL-1170645,SHA - 上海 - SHANGHAI , 2023-08-30 , HGH - 杭州 - HANGZHOU , 2023-08-30 , Train ,2023-11-07 09:49:06
TRAVEL-1170645,HGH - 杭州 - HANGZHOU , 2023-08-30 , SHA - 上海 - SHANGHAI , 2023-08-30 , Train ,2023-11-07 09:49:06
TRAVEL-1170107,SHA - 上海 - SHANGHAI , 2023-08-31 , HGH - 杭州 - HANGZHOU , 2023-08-31 , Train ,2023-11-07 09:49:06
TRAVEL-1170107,hangzhou , 2023-08-31 , shanghai , 2023-08-31 , Train ,2023-11-07 09:49:06
TRAVEL-1170044,SHA - 上海 - SHANGHAI , 2023-09-04 , NKG - 南京 - NANJING , 2023-09-04 , Train ,2023-11-07 09:49:06
TRAVEL-1170044,NKG - 南京 - NANJING , 2023-09-05 , SHA - 上海 - SHANGHAI , 2023-09-05 , Train ,2023-11-07 09:49:06
TRAVEL-1170901,SHA - 上海 - SHANGHAI , 2023-08-30 , CN0345 - 常熟 - CHANGSHU , 2023-08-30 , Private Car ,2023-11-07 09:49:06
TRAVEL-1170901,CN0345 - 常熟 - CHANGSHU , 2023-08-30 , SHA - 上海 - SHANGHAI , 2023-08-30 , Private Car ,2023-11-07 09:49:06
TRAVEL-1170947,SHA - 上海 - SHANGHAI , 2023-08-31 , SZX - 深圳 - SHENZHEN , 2023-08-29 , Plane ,2023-11-07 09:49:06
TRAVEL-1170947,SZX - 深圳 - SHENZHEN , 2023-09-01 , SHA - 上海 - SHANGHAI , 2023-09-01 , Plane ,2023-11-07 09:49:06
TRAVEL-1170896,SHA - 上海 - SHANGHAI , 2023-09-12 , CTU - 成都 - CHENGDU , 2023-09-12 , Plane ,2023-11-07 09:49:06
TRAVEL-1170896,CTU - 成都 - CHENGDU , 2023-09-15 , SHA - 上海 - SHANGHAI , 2023-09-15 , Plane ,2023-11-07 09:49:06
TRAVEL-1170881,SHA - 上海 - SHANGHAI , 2023-09-12 , CTU - 成都 - CHENGDU , 2023-09-12 , Plane ,2023-11-07 09:49:06
TRAVEL-1170881,CTU - 成都 - CHENGDU , 2023-09-15 , SHA - 上海 - SHANGHAI , 2023-09-15 , Plane ,2023-11-07 09:49:06
TRAVEL-1171163,NGB - 宁波 - NINGBO , 2023-08-30 , WNZ - 温州 - WENZHOU , 2023-08-30 , Train ,2023-11-07 09:49:06
TRAVEL-1171163,WNZ - 温州 - WENZHOU , 2023-09-01 , NGB - 宁波 - NINGBO , 2023-09-01 , Train ,2023-11-07 09:49:06
TRAVEL-1170874,SHA - 上海 - SHANGHAI , 2023-09-04 , NKG - 南京 - NANJING , 2023-09-04 , Train ,2023-11-07 09:49:06
TRAVEL-1170874,NKG - 南京 - NANJING , 2023-09-04 , SHA - 上海 - SHANGHAI , 2023-09-04 , Train ,2023-11-07 09:49:06
TRAVEL-1170779,NTG - 南通 - NANTONG , 2023-08-28 , SHA - 上海 - SHANGHAI , 2023-08-28 , Train ,2023-11-07 09:49:06
TRAVEL-1170779,SHA - 上海 - SHANGHAI , 2023-08-29 , CN0122 - 枣庄 - ZAOZHUANG , 2023-08-29 , Train ,2023-11-07 09:49:06
TRAVEL-1170779,CN0122 - 枣庄 - ZAOZHUANG , 2023-08-31 , NTG - 南通 - NANTONG , 2023-08-31 , Train ,2023-11-07 09:49:06
TRAVEL-1170692,SHA - 上海 - SHANGHAI , 2023-09-04 , NKG - 南京 - NANJING , 2023-09-04 , Train ,2023-11-07 09:49:06
TRAVEL-1170692,NKG - 南京 - NANJING , 2023-09-04 , SHA - 上海 - SHANGHAI , 2023-09-04 , Train ,2023-11-07 09:49:06
TRAVEL-1171198,SHA - 上海 - SHANGHAI , 2023-09-12 , CTU - 成都 - CHENGDU , 2023-09-12 , Plane ,2023-11-07 09:49:06
TRAVEL-1171198,CTU - 成都 - CHENGDU , 2023-09-15 , SHA - 上海 - SHANGHAI , 2023-09-15 , Plane ,2023-11-07 09:49:06
TRAVEL-1171273,SHA - 上海 - SHANGHAI , 2023-08-30 , HFE - 合肥 - HEFEI , 2023-08-30 , Train ,2023-11-07 09:49:06
TRAVEL-1171273,HFE - 合肥 - HEFEI , 2023-08-30 , SHA - 上海 - SHANGHAI , 2023-08-30 , Train ,2023-11-07 09:49:06
TRAVEL-1171149,SHA - 上海 - SHANGHAI , 2023-08-31 , HGH - 杭州 - HANGZHOU , 2023-08-31 , Train ,2023-11-07 09:49:06
TRAVEL-1171149,HGH - 杭州 - HANGZHOU , 2023-09-01 , SHA - 上海 - SHANGHAI , 2023-09-01 , Train ,2023-11-07 09:49:06
TRAVEL-1171108,SHA - 上海 - SHANGHAI , 2023-08-31 , HGH - 杭州 - HANGZHOU , 2023-08-31 , Train ,2023-11-07 09:49:06
TRAVEL-1171108,HGH - 杭州 - HANGZHOU , 2023-09-01 , SHA - 上海 - SHANGHAI , 2023-09-01 , Train ,2023-11-07 09:49:06
TRAVEL-1170591,KVN - 昆山 - KUNSHAN , 2023-09-01 , HGH - 杭州 - HANGZHOU , 2023-09-01 , Train ,2023-11-07 09:49:06
TRAVEL-1170591,HGH - 杭州 - HANGZHOU , 2023-09-01 , SHA - 上海 - SHANGHAI , 2023-09-01 , Train ,2023-11-07 09:49:06
TRAVEL-1171456,SHA - 上海 - SHANGHAI , 2023-09-22 , KWL - 桂林 - GUILIN , 2023-09-22 , Plane ,2023-11-07 09:49:06
TRAVEL-1171456,KWL - 桂林 - GUILIN , 2023-09-24 , SHA - 上海 - SHANGHAI , 2023-09-24 , Plane ,2023-11-07 09:49:06
TRAVEL-1171353,CAN - 广州 - GUANGZHOU , 2023-09-04 , HAK - 海口 - HAIKOU , 2023-09-04 , Plane ,2023-11-07 09:49:06
TRAVEL-1171353,HAK - 海口 - HAIKOU , 2023-09-06 , KWL - 桂林 - GUILIN , 2023-09-06 , Plane ,2023-11-07 09:49:06
TRAVEL-1171353,KWL - 桂林 - GUILIN , 2023-09-08 , CAN - 广州 - GUANGZHOU , 2023-09-08 , Train ,2023-11-07 09:49:06
TRAVEL-1171303,SHE - 沈阳 - SHENYANG , 2023-08-31 , CN0184 - 盘锦 - PANJIN , 2023-08-31 , Train ,2023-11-07 09:49:06
TRAVEL-1171303,CN0184 - 盘锦 - PANJIN , 2023-09-01 , SHE - 沈阳 - SHENYANG , 2023-09-01 , Train ,2023-11-07 09:49:06
TRAVEL-1170882,CGO - 郑州 - ZHENGZHOU , 2023-08-28 , CN0369 - 焦作 - JIAOZUO , 2023-08-28 , Private Car ,2023-11-07 09:49:06
TRAVEL-1170882,CN0369 - 焦作 - JIAOZUO , 2023-08-29 , CGO - 郑州 - ZHENGZHOU , 2023-08-29 , Private Car ,2023-11-07 09:49:06
TRAVEL-1171582,SHA - 上海 - SHANGHAI , 2023-09-04 , NKG - 南京 - NANJING , 2023-09-04 , Train ,2023-11-07 09:49:06
TRAVEL-1171582,NKG - 南京 - NANJING , 2023-09-04 , SHA - 上海 - SHANGHAI , 2023-09-04 , Train ,2023-11-07 09:49:06
TRAVEL-1171188,SHA - 上海 - SHANGHAI , 2023-08-31 , WUX - 无锡 - WUXI , 2023-08-31 , Train ,2023-11-07 09:49:06
TRAVEL-1171188,WUX - 无锡 - WUXI , 2023-09-01 , SHA - 上海 - SHANGHAI , 2023-09-01 , Train ,2023-11-07 09:49:06
TRAVEL-1171464,SHA - 上海 - SHANGHAI , 2023-09-12 , HGH - 杭州 - HANGZHOU , 2023-09-12 , Train ,2023-11-07 09:49:06
TRAVEL-1170950,SHA - 上海 - SHANGHAI , 2023-09-04 , FRA - 法兰克福 - FRANKFURT - DE - 德国 - GERMANY , 2023-09-04 , Plane ,2023-11-07 09:49:06
TRAVEL-1170950,FRA - 法兰克福 - FRANKFURT - DE - 德国 - GERMANY , 2023-09-04 , MUC - 慕尼黑 - MUNICH - DE - 德国 - GERMANY , 2023-09-04 , Plane ,2023-11-07 09:49:06
TRAVEL-1170950,MUC - 慕尼黑 - MUNICH - DE - 德国 - GERMANY , 2023-09-06 , STR - 斯图加特 - STUTTGART - DE - 德国 - GERMANY , 2023-09-06 , Train ,2023-11-07 09:49:06
TRAVEL-1170950,STR - 斯图加特 - STUTTGART - DE - 德国 - GERMANY , 2023-09-08 , FKB - 卡尔斯鲁厄 - KARLSRUHE - DE - 德国 - GERMANY , 2023-09-08 , Short-term rental car ,2023-11-07 09:49:06
TRAVEL-1170950,FKB - 卡尔斯鲁厄 - KARLSRUHE - DE - 德国 - GERMANY , 2023-09-15 , FRA - 法兰克福 - FRANKFURT - DE - 德国 - GERMANY , 2023-09-15 , Train ,2023-11-07 09:49:06
TRAVEL-1170950,FRA - 法兰克福 - FRANKFURT - DE - 德国 - GERMANY , 2023-09-15 , SHA - 上海 - SHANGHAI , 2023-09-16 , Plane ,2023-11-07 09:49:06
TRAVEL-1171465,SHA - 上海 - SHANGHAI , 2023-09-22 , KWL - 桂林 - GUILIN , 2023-09-22 , Plane ,2023-11-07 09:49:06
TRAVEL-1171427,SHA - 上海 - SHANGHAI , 2023-09-11 , SZX - 深圳 - SHENZHEN , 2023-09-11 , Plane ,2023-11-07 09:49:06
TRAVEL-1171427,SZX - 深圳 - SHENZHEN , 2023-09-14 , SHA - 上海 - SHANGHAI , 2023-09-14 , Plane ,2023-11-07 09:49:06
TRAVEL-1171587,SHA - 上海 - SHANGHAI , 2023-09-08 , CN0264 - 余姚 - YUYAO , 2023-09-08 , Train ,2023-11-07 09:49:06
TRAVEL-1171587,Yuyao , 2023-09-08 , Shanghai , 2023-09-08 , Train ,2023-11-07 09:49:06
TRAVEL-1171512,SHA - 上海 - SHANGHAI , 2023-09-08 , CN0264 - 余姚 - YUYAO , 2023-09-08 , Train ,2023-11-07 09:49:06
TRAVEL-1171512,CN0264 - 余姚 - YUYAO , 2023-09-08 , SHA - 上海 - SHANGHAI , 2023-09-08 , Train ,2023-11-07 09:49:06
TRAVEL-1171683,SHA - 上海 - SHANGHAI , 2023-09-12 , CTU - 成都 - CHENGDU , 2023-09-12 , Plane ,2023-11-07 09:49:06
TRAVEL-1171683,CTU - 成都 - CHENGDU , 2023-09-15 , SHA - 上海 - SHANGHAI , 2023-09-15 , Plane ,2023-11-07 09:49:06
TRAVEL-1171714,SIA - 西安 - XIAN , 2023-09-03 , SZV - 苏州 - SUZHOU , 2023-09-03 , Plane ,2023-11-07 09:49:06
TRAVEL-1171714,苏州 , 2023-09-06 , 重庆 , 2023-09-06 , Plane ,2023-11-07 09:49:06
TRAVEL-1171714,重庆 , 2023-09-08 , 西安 , 2023-09-08 , Plane ,2023-11-07 09:49:06
TRAVEL-1171655,SHA - 上海 - SHANGHAI , 2023-08-31 , SZV - 苏州 - SUZHOU , 2023-08-31 , Private Car ,2023-11-07 09:49:06
TRAVEL-1171655,SZV - 苏州 - SUZHOU , 2023-09-01 , SHA - 上海 - SHANGHAI , 2023-09-01 , Private Car ,2023-11-07 09:49:06
TRAVEL-1171559,CTU - 成都 - CHENGDU , 2023-09-01 , MIG - 绵阳 - MIANYANG , 2023-09-01 , Train ,2023-11-07 09:49:06
TRAVEL-1165874,KMG - 昆明 - KUNMING , 2023-08-21 , CN0010 - 红河州 - HONGHEZHOU , 2023-08-21 , Private Car ,2023-11-07 09:49:06
TRAVEL-1165874,CN0010 - 红河州 - HONGHEZHOU , 2023-08-24 , CN0266 - 玉溪 - YUXI , 2023-08-24 , Private Car ,2023-11-07 09:49:06
TRAVEL-1165874,CN0266 - 玉溪 - YUXI , 2023-08-25 , LJG - 丽江 - LIJIANG , 2023-08-25 , Private Car ,2023-11-07 09:49:06
TRAVEL-1165874,LJG - 丽江 - LIJIANG , 2023-08-26 , KMG - 昆明 - KUNMING , 2023-08-26 , Private Car ,2023-11-07 09:49:06
TRAVEL-1171871,SHA - 上海 - SHANGHAI , 2023-09-24 , TSN - 天津 - TIANJIN , 2023-09-24 , Plane ,2023-11-07 09:49:06
TRAVEL-1171871,TSN - 天津 - TIANJIN , 2023-08-27 , SHA - 上海 - SHANGHAI , 2023-08-27 , Plane ,2023-11-07 09:49:06
TRAVEL-1171868,SHA - 上海 - SHANGHAI , 2023-09-17 , CKG - 重庆 - CHONGQING , 2023-09-17 , Plane ,2023-11-07 09:49:06
TRAVEL-1171868,CKG - 重庆 - CHONGQING , 2023-09-20 , CZX - 常州 - CHANGZHOU , 2023-09-20 , Plane ,2023-11-07 09:49:06
TRAVEL-1171868,CZX - 常州 - CHANGZHOU , 2023-09-23 , SHA - 上海 - SHANGHAI , 2023-09-23 , Train ,2023-11-07 09:49:06
TRAVEL-1171851,SHA - 上海 - SHANGHAI , 2023-09-11 , CSX - 长沙 - CHANGSHA , 2023-09-11 , Plane ,2023-11-07 09:49:06
TRAVEL-1171851,CSX - 长沙 - CHANGSHA , 2023-09-14 , SHA - 上海 - SHANGHAI , 2023-09-14 , Plane ,2023-11-07 09:49:06
TRAVEL-1172264,SHA - 上海 - SHANGHAI , 2023-09-09 , CTU - 成都 - CHENGDU , 2023-09-09 , Plane ,2023-11-07 09:49:06
TRAVEL-1172264,CTU - 成都 - CHENGDU , 2023-09-16 , SHA - 上海 - SHANGHAI , 2023-09-16 , Plane ,2023-11-07 09:49:06
TRAVEL-1171963,SHA - 上海 - SHANGHAI , 2023-09-20 , SZX - 深圳 - SHENZHEN , 2023-09-20 , Plane ,2023-11-07 09:49:06
TRAVEL-1171963,SZX - 深圳 - SHENZHEN , 2023-09-22 , SHA - 上海 - SHANGHAI , 2023-09-22 , Plane ,2023-11-07 09:49:06
TRAVEL-1171968,SHA - 上海 - SHANGHAI , 2023-09-26 , HGH - 杭州 - HANGZHOU , 2023-09-26 , Train ,2023-11-07 09:49:06
TRAVEL-1171968,HGH - 杭州 - HANGZHOU , 2023-09-28 , SHA - 上海 - SHANGHAI , 2023-09-28 , Train ,2023-11-07 09:49:06
TRAVEL-1171961,SHA - 上海 - SHANGHAI , 2023-09-13 , SZX - 深圳 - SHENZHEN , 2023-09-13 , Plane ,2023-11-07 09:49:06
TRAVEL-1171961,SZX - 深圳 - SHENZHEN , 2023-09-15 , SHA - 上海 - SHANGHAI , 2023-09-15 , Plane ,2023-11-07 09:49:06
TRAVEL-1172372,SHA - 上海 - SHANGHAI , 2023-09-13 , SZX - 深圳 - SHENZHEN , 2023-09-13 , Plane ,2023-11-07 09:49:06
TRAVEL-1172372,SZX - 深圳 - SHENZHEN , 2023-09-15 , SHA - 上海 - SHANGHAI , 2023-09-15 , Plane ,2023-11-07 09:49:06
TRAVEL-1172421,SHA - 上海 - SHANGHAI , 2023-09-11 , CTU - 成都 - CHENGDU , 2023-09-11 , Plane ,2023-11-07 09:49:06
TRAVEL-1172421,CTU - 成都 - CHENGDU , 2023-09-16 , SHA - 上海 - SHANGHAI , 2023-09-16 , Plane ,2023-11-07 09:49:06
TRAVEL-1172298,CKG - 重庆 - CHONGQING , 2023-09-14 , CAN - 广州 - GUANGZHOU , 2023-09-14 , Plane ,2023-11-07 09:49:06
TRAVEL-1172298,CAN - 广州 - GUANGZHOU , 2023-09-15 , CKG - 重庆 - CHONGQING , 2023-09-15 , Plane ,2023-11-07 09:49:06
TRAVEL-1172289,CGO - 郑州 - ZHENGZHOU , 2023-09-07 , BPE - 秦皇岛 - QINHUANGDAO , 2023-09-07 , Train ,2023-11-07 09:49:06
TRAVEL-1172289,BPE - 秦皇岛 - QINHUANGDAO , 2023-09-09 , CGO - 郑州 - ZHENGZHOU , 2023-09-09 , Train ,2023-11-07 09:49:06
TRAVEL-1172218,TYN - 太原 - TAIYUAN , 2023-09-11 , URC - 乌鲁木齐 - URUMQI , 2023-09-11 , Plane ,2023-11-07 09:49:06
TRAVEL-1172218,URC - 乌鲁木齐 - URUMQI , 2023-09-14 , TYN - 太原 - TAIYUAN , 2023-09-14 , Plane ,2023-11-07 09:49:06
TRAVEL-1172214,SHE - 沈阳 - SHENYANG , 2023-09-07 , BPE - 秦皇岛 - QINHUANGDAO , 2023-09-07 , Train ,2023-11-07 09:49:06
TRAVEL-1172214,BPE - 秦皇岛 - QINHUANGDAO , 2023-09-08 , SHE - 沈阳 - SHENYANG , 2023-09-08 , Train ,2023-11-07 09:49:06
TRAVEL-1172208,TYN - 太原 - TAIYUAN , 2023-09-07 , BPE - 秦皇岛 - QINHUANGDAO , 2023-09-07 , Train ,2023-11-07 09:49:06
TRAVEL-1172208,BPE - 秦皇岛 - QINHUANGDAO , 2023-09-09 , TYN - 太原 - TAIYUAN , 2023-09-09 , Train ,2023-11-07 09:49:06
TRAVEL-1172153,SHA - 上海 - SHANGHAI , 2023-09-11 , CTU - 成都 - CHENGDU , 2023-09-11 , Plane ,2023-11-07 09:49:06
TRAVEL-1172153,CTU - 成都 - CHENGDU , 2023-09-13 , SHA - 上海 - SHANGHAI , 2023-09-13 , Plane ,2023-11-07 09:49:06
TRAVEL-1171956,YNT - 烟台 - YANTAI , 2023-09-04 , TNA - 济南 - JINAN , 2023-09-04 , Plane ,2023-11-07 09:49:06
TRAVEL-1171956,TNA - 济南 - JINAN , 2023-09-06 , 西安 , 2023-09-06 , Plane ,2023-11-07 09:49:06
TRAVEL-1171956,西安 , 2023-09-08 , YNT - 烟台 - YANTAI , 2023-09-08 , Plane ,2023-11-07 09:49:06
TRAVEL-1171767,CTU - 成都 - CHENGDU , 2023-09-06 , SHA - 上海 - SHANGHAI , 2023-09-06 , Plane ,2023-11-07 09:49:06
TRAVEL-1171767,SHA - 上海 - SHANGHAI , 2023-09-08 , CTU - 成都 - CHENGDU , 2023-09-08 , Plane ,2023-11-07 09:49:06
TRAVEL-1172443,SHA - 上海 - SHANGHAI , 2023-09-01 , HGH - 杭州 - HANGZHOU , 2023-09-01 , Train ,2023-11-07 09:49:06
TRAVEL-1172443,HGH - 杭州 - HANGZHOU , 2023-09-01 , SHA - 上海 - SHANGHAI , 2023-09-01 , Train ,2023-11-07 09:49:06
TRAVEL-1170932,SHA - 上海 - SHANGHAI , 2023-09-05 , PEK - 北京 - BEIJING , 2023-09-05 , Plane ,2023-11-07 09:49:06
TRAVEL-1170932,PEK - 北京 - BEIJING , 2023-09-08 , SHA - 上海 - SHANGHAI , 2023-09-08 , Plane ,2023-11-07 09:49:06
TRAVEL-1172299,YNT - 烟台 - YANTAI , 2023-09-12 , DLC - 大连 - DALIAN , 2023-09-12 , Plane ,2023-11-07 09:49:06
TRAVEL-1172299,DLC - 大连 - DALIAN , 2023-09-12 , YNT - 烟台 - YANTAI , 2023-09-12 , Plane ,2023-11-07 09:49:06
TRAVEL-1171966,YNT - 烟台 - YANTAI , 2023-10-08 , CSX - 长沙 - CHANGSHA , 2023-10-08 , Plane ,2023-11-07 09:49:06
TRAVEL-1171966,CSX - 长沙 - CHANGSHA , 2023-10-11 , YNT - 烟台 - YANTAI , 2023-10-11 , Plane ,2023-11-07 09:49:06
TRAVEL-1171938,YNT - 烟台 - YANTAI , 2023-11-01 , WUX - 无锡 - WUXI , 2023-11-01 , Train ,2023-11-07 09:49:06
TRAVEL-1171938,WUX - 无锡 - WUXI , 2023-11-04 , YNT - 烟台 - YANTAI , 2023-11-04 , Train ,2023-11-07 09:49:06
TRAVEL-1172397,YNT - 烟台 - YANTAI , 2023-09-06 , PEK - 北京 - BEIJING , 2023-09-06 , Plane ,2023-11-07 09:49:06
TRAVEL-1172397,PEK - 北京 - BEIJING , 2023-09-09 , YNT - 烟台 - YANTAI , 2023-09-09 , Plane ,2023-11-07 09:49:06
TRAVEL-1172553,CSX - 长沙 - CHANGSHA , 2023-09-04 , KWE - 贵阳 - GUIYANG , 2023-09-04 , Train ,2023-11-07 09:49:06
TRAVEL-1172553,KWE - 贵阳 - GUIYANG , 2023-09-05 , CSX - 长沙 - CHANGSHA , 2023-09-05 , Train ,2023-11-07 09:49:06
TRAVEL-1172534,CAN - 广州 - GUANGZHOU , 2023-09-07 , PEK - 北京 - BEIJING , 2023-09-07 , Plane ,2023-11-07 09:49:06
TRAVEL-1172534,PEK - 北京 - BEIJING , 2023-09-09 , CAN - 广州 - GUANGZHOU , 2023-09-09 , Plane ,2023-11-07 09:49:06
TRAVEL-1169294,SHA - 上海 - SHANGHAI , 2023-09-04 , NKG - 南京 - NANJING , 2023-09-04 , Train ,2023-11-07 09:49:06
TRAVEL-1169294,NKG - 南京 - NANJING , 2023-09-05 , SHA - 上海 - SHANGHAI , 2023-09-05 , Train ,2023-11-07 09:49:06
TRAVEL-1172853,SHA - 上海 - SHANGHAI , 2023-09-05 , TAO - 青岛 - QINGDA , 2023-09-05 , Plane ,2023-11-07 09:49:06
TRAVEL-1172853,TAO - 青岛 - QINGDA , 2023-09-05 , WEF - 潍坊 - WEIFANG , 2023-09-05 , Train ,2023-11-07 09:49:06
TRAVEL-1172853,WEF - 潍坊 - WEIFANG , 2023-09-08 , TAO - 青岛 - QINGDAO , 2023-09-08 , Train ,2023-11-07 09:49:06
TRAVEL-1172853,TAO - 青岛 - QINGDAO , 2023-09-08 , WEF - 潍坊 - WEIFANG , 2023-09-08 , Plane ,2023-11-07 09:49:06
TRAVEL-1172217,WUX - 无锡 - WUXI , 2023-09-06 , shanghai , 2023-09-06 , Train ,2023-11-07 09:49:06
TRAVEL-1172217,shanghai , 2023-09-06 , SHE - 沈阳 - SHENYANG , 2023-09-06 , Plane ,2023-11-07 09:49:06
TRAVEL-1172217,shenyang , 2023-09-09 , shanghai , 2023-09-09 , Plane ,2023-11-07 09:49:06
TRAVEL-1172217,shanghai , 2023-09-09 , wuxi , 2023-09-09 , Train ,2023-11-07 09:49:06
TRAVEL-1172778,SHA - 上海 - SHANGHAI , 2023-09-04 , WNZ - 温州 - WENZHOU , 2023-09-04 , Train ,2023-11-07 09:49:06
TRAVEL-1172778,WNZ - 温州 - WENZHOU , 2023-09-04 , Jiaxing , 2023-09-04 , Train ,2023-11-07 09:49:06
TRAVEL-1172778,Jiaxing , 2023-09-04 , Kunshan , 2023-09-04 , Train ,2023-11-07 09:49:06
TRAVEL-1172957,SHA - 上海 - SHANGHAI , 2023-09-06 , TNA - 济南 - JINAN , 2023-09-06 , Train ,2023-11-07 09:49:06
TRAVEL-1172957,TNA - 济南 - JINAN , 2023-09-07 , SHA - 上海 - SHANGHAI , 2023-09-07 , Train ,2023-11-07 09:49:06
TRAVEL-1172980,CAN - 广州 - GUANGZHOU , 2023-09-06 , CKG - 重庆 - CHONGQING , 2023-09-06 , Plane ,2023-11-07 09:49:06
TRAVEL-1172980,CKG - 重庆 - CHONGQING , 2023-09-07 , CTU - 成都 - CHENGDU , 2023-09-07 , Plane ,2023-11-07 09:49:06
TRAVEL-1172980,CTU - 成都 - CHENGDU , 2023-09-08 , CAN - 广州 - GUANGZHOU , 2023-09-08 , Plane ,2023-11-07 09:49:06
TRAVEL-1172903,SHA - 上海 - SHANGHAI , 2023-09-12 , HGH - 杭州 - HANGZHOU , 2023-09-12 , Train ,2023-11-07 09:49:06
TRAVEL-1172788,SHE - 沈阳 - SHENYANG , 2023-09-07 , BPE - 秦皇岛 - QINHUANGDAO , 2023-09-07 , Train ,2023-11-07 09:49:06
TRAVEL-1172788,BPE - 秦皇岛 - QINHUANGDAO , 2023-09-09 , SHE - 沈阳 - SHENYANG , 2023-09-09 , Train ,2023-11-07 09:49:06
TRAVEL-1172775,YNZ - 盐城 - YANCHENG , 2023-09-04 , HGH - 杭州 - HANGZHOU , 2023-09-04 , Train ,2023-11-07 09:49:06
TRAVEL-1172775,HGH - 杭州 - HANGZHOU , 2023-09-05 , CN0264 - 余姚 - YUYAO , 2023-09-05 , Train ,2023-11-07 09:49:06
TRAVEL-1172775,CN0264 - 余姚 - YUYAO , 2023-09-05 , CN0086 - 慈溪 - CIXI , 2023-09-05 , Train ,2023-11-07 09:49:06
TRAVEL-1172775,CN0086 - 慈溪 - CIXI , 2023-09-06 , NGB - 宁波 - NINGBO , 2023-09-06 , Train ,2023-11-07 09:49:06
TRAVEL-1172775,NGB - 宁波 - NINGBO , 2023-09-07 , YNZ - 盐城 - YANCHENG , 2023-09-07 , Train ,2023-11-07 09:49:06
TRAVEL-1172709,NGB - 宁波 - NINGBO , 2023-09-04 , HGH - 杭州 - HANGZHOU , 2023-09-04 , Train ,2023-11-07 09:49:06
TRAVEL-1172709,HGH - 杭州 - HANGZHOU , 2023-09-06 , CN0019 - 绍兴 - SHAOXING , 2023-09-06 , Train ,2023-11-07 09:49:06
TRAVEL-1172709,CN0019 - 绍兴 - SHAOXING , 2023-09-06 , NGB - 宁波 - NINGBO , 2023-09-06 , Train ,2023-11-07 09:49:06
TRAVEL-1172709,NGB - 宁波 - NINGBO , 2023-09-07 , CN0264 - 余姚 - YUYAO , 2023-09-07 , Train ,2023-11-07 09:49:06
TRAVEL-1172709,CN0264 - 余姚 - YUYAO , 2023-09-07 , WNZ - 温州 - WENZHOU , 2023-09-07 , Train ,2023-11-07 09:49:06
TRAVEL-1172709,WNZ - 温州 - WENZHOU , 2023-09-08 , NGB - 宁波 - NINGBO , 2023-09-08 , Train ,2023-11-07 09:49:06
TRAVEL-1172014,SHA - 上海 - SHANGHAI , 2023-09-04 , WNZ - 温州 - WENZHOU , 2023-09-04 , Train ,2023-11-07 09:49:06
TRAVEL-1172014,WNZ - 温州 - WENZHOU , 2023-09-06 , CN0399 - 嘉兴 - JIAXING , 2023-09-06 , Train ,2023-11-07 09:49:06
TRAVEL-1172014,CN0399 - 嘉兴 - JIAXING , 2023-09-07 , KVN - 昆山 - KUNSHAN , 2023-09-07 , Train ,2023-11-07 09:49:06
TRAVEL-1172014,KVN - 昆山 - KUNSHAN , 2023-09-07 , SHA - 上海 - SHANGHAI , 2023-09-07 , Train ,2023-11-07 09:49:06
TRAVEL-1172901,SHA - 上海 - SHANGHAI , 2023-09-11 , SZX - 深圳 - SHENZHEN , 2023-09-11 , Plane ,2023-11-07 09:49:06
TRAVEL-1172901,SZX - 深圳 - SHENZHEN , 2023-09-15 , SHA - 上海 - SHANGHAI , 2023-09-15 , Plane ,2023-11-07 09:49:06
TRAVEL-1172835,CTU - 成都 - CHENGDU , 2023-09-04 , XIC - 西昌 - XICHANG , 2023-09-04 , Train ,2023-11-07 09:49:06
TRAVEL-1173087,SHA - 上海 - SHANGHAI , 2023-09-06 , WUX - 无锡 - WUXI , 2023-09-07 , Private Car ,2023-11-07 09:49:06
TRAVEL-1173082,SHA - 上海 - SHANGHAI , 2023-09-05 , SZV - 苏州 - SUZHOU , 2023-09-05 , Private Car ,2023-11-07 09:49:06
TRAVEL-1173084,SHA - 上海 - SHANGHAI , 2023-09-06 , WUH - 武汉 - WUHAN , 2023-09-06 , Plane ,2023-11-07 09:49:06
