TA_key,from_place,from_date,to_place,to_date,transportation_tools,etl_load_time
TRAVEL-1119039,SJW - 石家庄 - SHIJIAZHUANG , 2023-03-31 , SHA - 上海 - SHANGHAI , 2023-03-31 , Train ,2023-11-07 09:49:06
TRAVEL-1119646,SHA - 上海 - SHANGHAI , 2023-04-11 , SHE - 沈阳 - SHENYANG , 2023-04-11 , Plane ,2023-11-07 09:49:06
TRAVEL-1119646,SHE - 沈阳 - SHENYANG , 2023-04-13 , TAO - 青岛 - QINGDAO , 2023-04-13 , Plane ,2023-11-07 09:49:06
TRAVEL-1119646,TAO - 青岛 - QINGDAO , 2023-04-14 , SHA - 上海 - SHANGHAI , 2023-04-14 , Plane ,2023-11-07 09:49:06
TRAVEL-1121116,SHA - 上海 - SHANGHAI , 2023-04-14 , HGH - 杭州 - HANGZHOU , 2023-04-14 , Train ,2023-11-07 09:49:06
TRAVEL-1121271,SHA - 上海 - SHANGHAI , 2023-04-12 , TSN - 天津 - TIANJIN , 2023-04-12 , Plane ,2023-11-07 09:49:06
TRAVEL-1121271,TSN - 天津 - TIANJIN , 2023-04-14 , SHA - 上海 - SHANGHAI , 2023-04-14 , Plane ,2023-11-07 09:49:06
TRAVEL-1122209,SHE - 沈阳 - SHENYANG , 2023-04-13 , CGQ - 长春 - CHANGCHUN , 2023-04-13 , Train ,2023-11-07 09:49:06
TRAVEL-1122209,CGQ - 长春 - CHANGCHUN , 2023-04-14 , SHE - 沈阳 - SHENYANG , 2023-04-14 , Train ,2023-11-07 09:49:06
TRAVEL-1118375,SHA - 上海 - SHANGHAI , 2023-04-10 , YTY - 扬州 - YANGZHOU , 2023-04-10 , Train ,2023-11-07 09:49:06
TRAVEL-1118375,YTY - 扬州 - YANGZHOU , 2023-04-13 , SHA - 上海 - SHANGHAI , 2023-04-13 , Train ,2023-11-07 09:49:06
TRAVEL-1121165,CKG - 重庆 - CHONGQING , 2023-04-11 , SHA - 上海 - SHANGHAI , 2023-04-11 , Plane ,2023-11-07 09:49:06
TRAVEL-1121165,SZX - 深圳 - SHENZHEN , 2023-04-11 , SHA - 上海 - SHANGHAI , 2023-04-11 , Plane ,2023-11-07 09:49:06
TRAVEL-1118447,SIA - 西安 - XIAN , 2023-04-09 , SHA - 上海 - SHANGHAI , 2023-04-09 , Plane ,2023-11-07 09:49:06
TRAVEL-1118447,上海 , 2023-04-11 , 成都 , 2023-04-11 , Plane ,2023-11-07 09:49:06
TRAVEL-1118447,成都 , 2023-04-14 , 西安 , 2023-04-14 , Plane ,2023-11-07 09:49:06
TRAVEL-1118447,西安 , 2023-04-17 , 成都 , 2023-04-17 , Plane ,2023-11-07 09:49:06
TRAVEL-1118447,成都 , 2023-04-20 , 重庆 , 2023-04-20 , Train ,2023-11-07 09:49:06
TRAVEL-1118447,重庆 , 2023-04-28 , 西安 , 2023-04-28 , Plane ,2023-11-07 09:49:06
TRAVEL-1123977,SHA - 上海 - SHANGHAI , 2023-04-19 , PEK - 北京 - BEIJING , 2023-04-19 , Plane ,2023-11-07 09:49:06
TRAVEL-1123977,PEK - 北京 - BEIJING , 2023-04-19 , 厦门 , 2023-04-19 , Plane ,2023-11-07 09:49:06
TRAVEL-1123977,厦门 , 2023-04-20 , 上海 , 2023-04-20 , Plane ,2023-11-07 09:49:06
TRAVEL-1123731,CTU - 成都 - CHENGDU , 2023-04-17 , CKG - 重庆 - CHONGQING , 2023-04-17 , Train ,2023-11-07 09:49:06
TRAVEL-1123731,CKG - 重庆 - CHONGQING , 2023-04-21 , CTU - 成都 - CHENGDU , 2023-04-21 , Train ,2023-11-07 09:49:06
TRAVEL-1124168,CAN - 广州 - GUANGZHOU , 2023-04-19 , CTU - 成都 - CHENGDU , 2023-04-19 , Plane ,2023-11-07 09:49:06
TRAVEL-1124168,CTU - 成都 - CHENGDU , 2023-04-21 , CAN - 广州 - GUANGZHOU , 2023-04-21 , Plane ,2023-11-07 09:49:06
TRAVEL-1124203,SHA - 上海 - SHANGHAI , 2023-04-18 , SZV - 苏州 - SUZHOU , 2023-04-18 , Train ,2023-11-07 09:49:06
TRAVEL-1119679,SZV - 苏州 - SUZHOU , 2023-04-09 , CGO - 郑州 - ZHENGZHOU , 2023-04-09 , Train ,2023-11-07 09:49:06
TRAVEL-1119679,郑州 , 2023-04-09 , 上海 , 2023-04-09 , Plane ,2023-11-07 09:49:06
TRAVEL-1124284,SHA - 上海 - SHANGHAI , 2023-04-18 , KVN - 昆山 - KUNSHAN , 2023-04-18 , Train ,2023-11-07 09:49:06
TRAVEL-1124284,KVN - 昆山 - KUNSHAN , 2023-04-18 , SHA - 上海 - SHANGHAI , 2023-04-18 , Train ,2023-11-07 09:49:06
TRAVEL-1124377,SHA - 上海 - SHANGHAI , 2023-04-19 , CTU - 成都 - CHENGDU , 2023-04-19 , Plane ,2023-11-07 09:49:06
TRAVEL-1124377,CTU - 成都 - CHENGDU , 2023-04-21 , SZX - 深圳 - SHENZHEN , 2023-04-20 , Plane ,2023-11-07 09:49:06
TRAVEL-1121392,SHA - 上海 - SHANGHAI , 2023-04-20 , CAN - 广州 - GUANGZHOU , 2023-04-20 , Plane ,2023-11-07 09:49:06
TRAVEL-1121392,CAN - 广州 - GUANGZHOU , 2023-04-22 , SHA - 上海 - SHANGHAI , 2023-04-22 , Plane ,2023-11-07 09:49:06
TRAVEL-1119506,CGO - 郑州 - ZHENGZHOU , 2023-04-05 , TYN - 太原 - TAIYUAN , 2023-04-05 , Train ,2023-11-07 09:49:06
TRAVEL-1122832,SHA - 上海 - SHANGHAI , 2023-04-18 , KMG - 昆明 - KUNMING , 2023-04-18 , Plane ,2023-11-07 09:49:06
TRAVEL-1122832,KMG - 昆明 - KUNMING , 2023-04-19 , SHA - 上海 - SHANGHAI , 2023-04-19 , Plane ,2023-11-07 09:49:06
TRAVEL-1123736,NGB - 宁波 - NINGBO , 2023-04-16 , HGH - 杭州 - HANGZHOU , 2023-04-16 , Train ,2023-11-07 09:49:06
TRAVEL-1123736,HGH - 杭州 - HANGZHOU , 2023-04-17 , HYN - 黄岩(台州) - HUANGYAN(TAIZHOU) , 2023-04-17 , Train ,2023-11-07 09:49:06
TRAVEL-1123736,HYN - 黄岩(台州) - HUANGYAN(TAIZHOU) , 2023-04-19 , WNZ - 温州 - WENZHOU , 2023-04-19 , Train ,2023-11-07 09:49:06
TRAVEL-1123736,WNZ - 温州 - WENZHOU , 2023-04-21 , JUZ - 衢州 - QUZHOU , 2023-04-21 , Train ,2023-11-07 09:49:06
TRAVEL-1123736,JUZ - 衢州 - QUZHOU , 2023-04-22 , WNZ - 温州 - WENZHOU , 2023-04-22 , Train ,2023-11-07 09:49:06
TRAVEL-1123429,SIA - 西安 - XIAN , 2023-04-17 , URC - 乌鲁木齐 - URUMQI , 2023-04-17 , Plane ,2023-11-07 09:49:06
TRAVEL-1123429,乌鲁木齐 , 2023-04-21 , 西安I , 2023-04-21 , Plane ,2023-11-07 09:49:06
TRAVEL-1120997,CAN - 广州 - GUANGZHOU , 2023-04-11 , CN0175 - 钦州 - QINZHOU , 2023-04-11 , Train ,2023-11-07 09:49:06
TRAVEL-1120997,CN0175 - 钦州 - QINZHOU , 2023-04-12 , CAN - 广州 - GUANGZHOU , 2023-04-12 , Train ,2023-11-07 09:49:06
TRAVEL-1120594,SHA - 上海 - SHANGHAI , 2023-04-18 , CTU - 成都 - CHENGDU , 2023-04-18 , Plane ,2023-11-07 09:49:06
TRAVEL-1120594,CTU - 成都 - CHENGDU , 2023-04-21 , SHA - 上海 - SHANGHAI , 2023-04-21 , Plane ,2023-11-07 09:49:06
TRAVEL-1119669,TNA - 济南 - JINAN , 2023-04-10 , SHA - 上海 - SHANGHAI , 2023-04-10 , Plane ,2023-11-07 09:49:06
TRAVEL-1119669,SHA - 上海 - SHANGHAI , 2023-04-12 , CAN - 广州 - GUANGZHOU , 2023-04-12 , Plane ,2023-11-07 09:49:06
TRAVEL-1119669,CAN - 广州 - GUANGZHOU , 2023-04-14 , TNA - 济南 - JINAN , 2023-04-14 , Plane ,2023-11-07 09:49:06
TRAVEL-1119682,SHA - 上海 - SHANGHAI , 2023-04-12 , CKG - 重庆 - CHONGQING , 2023-04-12 , Plane ,2023-11-07 09:49:06
TRAVEL-1119682,CKG - 重庆 - CHONGQING , 2023-04-13 , SHA - 上海 - SHANGHAI , 2023-04-13 , Plane ,2023-11-07 09:49:06
TRAVEL-1118685,SHA - 上海 - SHANGHAI , 2023-04-10 , 合肥 , 2023-04-10 , Train ,2023-11-07 09:49:06
TRAVEL-1118685,合肥 , 2023-04-11 , PEK - 北京 - BEIJING , 2023-04-11 , Plane ,2023-11-07 09:49:06
TRAVEL-1118685,PEK - 北京 - BEIJING , 2023-04-13 , SHA - 上海 - SHANGHAI , 2023-04-13 , Plane ,2023-11-07 09:49:06
TRAVEL-1119628,SHA - 上海 - SHANGHAI , 2023-04-12 , CGQ - 长春 - CHANGCHUN , 2023-04-12 , Plane ,2023-11-07 09:49:06
TRAVEL-1119628,CGQ - 长春 - CHANGCHUN , 2023-04-13 , SHA - 上海 - SHANGHAI , 2023-04-13 , Plane ,2023-11-07 09:49:06
TRAVEL-1121372,KMG - 昆明 - KUNMING , 2023-04-18 , BSD - 保山 - BAOSHAN , 2023-04-18 , Private Car ,2023-11-07 09:49:06
TRAVEL-1121372,BSD - 保山 - BAOSHAN , 2023-04-20 , DLU - 大理 - DALI , 2023-04-20 , Private Car ,2023-11-07 09:49:06
TRAVEL-1121372,DLU - 大理 - DALI , 2023-04-21 , CN0322 - 楚雄 - CHUXIONG , 2023-04-21 , Private Car ,2023-11-07 09:49:06
TRAVEL-1121372,CN0322 - 楚雄 - CHUXIONG , 2023-04-21 , KMG - 昆明 - KUNMING , 2023-04-21 , Private Car ,2023-11-07 09:49:06
TRAVEL-1123989,TNA - 济南 - JINAN , 2023-04-18 , TAO - 青岛 - QINGDAO , 2023-04-18 , Train ,2023-11-07 09:49:06
TRAVEL-1123989,TAO - 青岛 - QINGDAO , 2023-04-19 , NKG - 南京 - NANJING , 2023-04-19 , Plane ,2023-11-07 09:49:06
TRAVEL-1123989,NKG - 南京 - NANJING , 2023-04-21 , TNA - 济南 - JINAN , 2023-04-21 , Train ,2023-11-07 09:49:06
TRAVEL-1118437,SHA - 上海 - SHANGHAI , 2023-05-08 , YNT - 烟台 - YANTAI , 2023-05-08 , Plane ,2023-11-07 09:49:06
TRAVEL-1118437,YNT - 烟台 - YANTAI , 2023-05-11 , PEK - 北京 - BEIJING , 2023-05-11 , Plane ,2023-11-07 09:49:06
TRAVEL-1118437,PEK - 北京 - BEIJING , 2023-05-13 , SHA - 上海 - SHANGHAI , 2023-05-13 , Plane ,2023-11-07 09:49:06
TRAVEL-1123812,SZX - 深圳 - SHENZHEN , 2023-04-17 , SHA - 上海 - SHANGHAI , 2023-04-17 , Plane ,2023-11-07 09:49:06
TRAVEL-1118458,SHA - 上海 - SHANGHAI , 2023-04-10 , WUX - 无锡 - WUXI , 2023-04-10 , Train ,2023-11-07 09:49:06
TRAVEL-1118458,WUX - 无锡 - WUXI , 2023-04-10 , SHA - 上海 - SHANGHAI , 2023-04-10 , Train ,2023-11-07 09:49:06
TRAVEL-1124169,SHA - 上海 - SHANGHAI , 2023-04-19 , TAO - 青岛 - QINGDAO , 2023-04-19 , Plane ,2023-11-07 09:49:06
TRAVEL-1124169,TAO - 青岛 - QINGDAO , 2023-04-19 , WEF - 潍坊 - WEIFANG , 2023-04-19 , Train ,2023-11-07 09:49:06
TRAVEL-1124169,WEF - 潍坊 - WEIFANG , 2023-04-21 , TAO - 青岛 - QINGDAO , 2023-04-21 , Train ,2023-11-07 09:49:06
TRAVEL-1124169,TAO - 青岛 - QINGDAO , 2023-04-21 , SHA - 上海 - SHANGHAI , 2023-04-21 , Plane ,2023-11-07 09:49:06
TRAVEL-1124199,KVN - 昆山 - KUNSHAN , 2023-04-24 , HFE - 合肥 - HEFEI , 2023-04-24 , Train ,2023-11-07 09:49:06
TRAVEL-1124199,HFE - 合肥 - HEFEI , 2023-04-25 , HFE - 合肥 - HEFEI , 2023-04-25 , Train ,2023-11-07 09:49:06
TRAVEL-1123948,SHA - 上海 - SHANGHAI , 2023-04-18 , KVN - 昆山 - KUNSHAN , 2023-04-18 , Taxi ,2023-11-07 09:49:06
TRAVEL-1123948,KVN - 昆山 - KUNSHAN , 2023-04-18 , SHA - 上海 - SHANGHAI , 2023-04-18 , Taxi ,2023-11-07 09:49:06
TRAVEL-1123414,SHA - 上海 - SHANGHAI , 2023-04-14 , HGH - 杭州 - HANGZHOU , 2023-04-14 , Train ,2023-11-07 09:49:06
TRAVEL-1123414,HGH - 杭州 - HANGZHOU , 2023-04-15 , SHA - 上海 - SHANGHAI , 2023-04-15 , Train ,2023-11-07 09:49:06
TRAVEL-1124221,SHA - 上海 - SHANGHAI , 2023-05-10 , CAN - 广州 - GUANGZHOU , 2023-05-10 , Plane ,2023-11-07 09:49:06
TRAVEL-1124221,guangzhou , 2023-05-12 , CAN - 广州 - GUANGZHOU , 2023-05-12 , Plane ,2023-11-07 09:49:06
TRAVEL-1120057,SHA - 上海 - SHANGHAI , 2023-04-11 , SZX - 深圳 - SHENZHEN , 2023-04-11 , Plane ,2023-11-07 09:49:06
TRAVEL-1120057,SZX - 深圳 - SHENZHEN , 2023-04-13 , SHA - 上海 - SHANGHAI , 2023-04-13 , Plane ,2023-11-07 09:49:06
TRAVEL-1121295,SHA - 上海 - SHANGHAI , 2023-04-12 , SHA - 上海 - SHANGHAI , 2023-04-12 , Taxi ,2023-11-07 09:49:06
TRAVEL-1123906,SHA - 上海 - SHANGHAI , 2023-04-17 , SZV - 苏州 - SUZHOU , 2023-04-17 , Train ,2023-11-07 09:49:06
TRAVEL-1123906,SZV - 苏州 - SUZHOU , 2023-04-18 , SHA - 上海 - SHANGHAI , 2023-04-18 , Plane ,2023-11-07 09:49:06
TRAVEL-1121734,SHA - 上海 - SHANGHAI , 2023-04-11 , YNZ - 盐城 - YANCHENG , 2023-04-11 , Train ,2023-11-07 09:49:06
TRAVEL-1121734,YNZ - 盐城 - YANCHENG , 2023-04-12 , SHA - 上海 - SHANGHAI , 2023-04-12 , Train ,2023-11-07 09:49:06
TRAVEL-1121456,SHA - 上海 - SHANGHAI , 2023-04-12 , CKG - 重庆 - CHONGQING , 2023-04-12 , Plane ,2023-11-07 09:49:06
TRAVEL-1121456,CKG - 重庆 - CHONGQING , 2023-04-14 , SHA - 上海 - SHANGHAI , 2023-04-14 , Plane ,2023-11-07 09:49:06
TRAVEL-1118380,SHA - 上海 - SHANGHAI , 2023-04-24 , WUH - 武汉 - WUHAN , 2023-04-24 , Plane ,2023-11-07 09:49:06
TRAVEL-1118380,WUH - 武汉 - WUHAN , 2023-04-28 , SHA - 上海 - SHANGHAI , 2023-04-28 , Plane ,2023-11-07 09:49:06
TRAVEL-1121383,SHA - 上海 - SHANGHAI , 2023-04-14 , HGH - 杭州 - HANGZHOU , 2023-04-14 , Train ,2023-11-07 09:49:06
TRAVEL-1121383,HGH - 杭州 - HANGZHOU , 2023-04-14 , SHA - 上海 - SHANGHAI , 2023-04-14 , Train ,2023-11-07 09:49:06
TRAVEL-1120422,YNT - 烟台 - YANTAI , 2023-04-11 , CAN - 广州 - GUANGZHOU , 2023-04-12 , Plane ,2023-11-07 09:49:06
TRAVEL-1120422,CAN - 广州 - GUANGZHOU , 2023-04-14 , YNT - 烟台 - YANTAI , 2023-04-14 , Plane ,2023-11-07 09:49:06
TRAVEL-1124411,SHA - 上海 - SHANGHAI , 2023-04-25 , SZX - 深圳 - SHENZHEN , 2023-04-25 , Plane ,2023-11-07 09:49:06
TRAVEL-1124411,CAN - 广州 - GUANGZHOU , 2023-04-28 , SHA - 上海 - SHANGHAI , 2023-04-28 , Plane ,2023-11-07 09:49:06
TRAVEL-1125579,SHA - 上海 - SHANGHAI , 2023-04-20 , SHA - 上海 - SHANGHAI , 2023-04-20 , Taxi ,2023-11-07 09:49:06
TRAVEL-1124968,SZV - 苏州 - SUZHOU , 2023-03-21 , SHA - 上海 - SHANGHAI , 2023-03-21 , Train ,2023-11-07 09:49:06
TRAVEL-1125600,NTG - 南通 - NANTONG , 2023-04-18 , SHA - 上海 - SHANGHAI , 2023-04-18 , Train ,2023-11-07 09:49:06
TRAVEL-1125600,SHA - 上海 - SHANGHAI , 2023-04-19 , NTG - 南通 - NANTONG , 2023-04-19 , Train ,2023-11-07 09:49:06
TRAVEL-1125071,TNA - 济南 - JINAN , 2023-05-10 , CSX - 长沙 - CHANGSHA , 2023-05-10 , Train ,2023-11-07 09:49:06
TRAVEL-1125071,CSX - 长沙 - CHANGSHA , 2023-05-13 , CSX - 长沙 - CHANGSHA , 2023-05-13 , Train ,2023-11-07 09:49:06
TRAVEL-1125503,SHA - 上海 - SHANGHAI , 2023-06-28 , SZV - 苏州 - SUZHOU , 2023-06-28 , Private Car ,2023-11-07 09:49:06
TRAVEL-1125503,suzhou , 2023-06-28 , shanghai , 2023-06-28 , Private Car ,2023-11-07 09:49:06
TRAVEL-1125694,SJW - 石家庄 - SHIJIAZHUANG , 2023-04-23 , SHA - 上海 - SHANGHAI , 2023-04-23 , Plane ,2023-11-07 09:49:06
TRAVEL-1125694,SHA - 上海 - SHANGHAI , 2023-04-25 , SJW - 石家庄 - SHIJIAZHUANG , 2023-04-25 , Plane ,2023-11-07 09:49:06
TRAVEL-1120600,CGO - 郑州 - ZHENGZHOU , 2023-04-09 , SHA - 上海 - SHANGHAI , 2023-04-09 , Plane ,2023-11-07 09:49:06
TRAVEL-1120600,SHA - 上海 - SHANGHAI , 2023-04-11 , CGO - 郑州 - ZHENGZHOU , 2023-04-11 , Plane ,2023-11-07 09:49:06
TRAVEL-1122813,SHA - 上海 - SHANGHAI , 2023-04-14 , PEK - 北京 - BEIJING , 2023-04-14 , Plane ,2023-11-07 09:49:06
TRAVEL-1122813,PEK - 北京 - BEIJING , 2023-04-15 , SHA - 上海 - SHANGHAI , 2023-04-15 , Plane ,2023-11-07 09:49:06
TRAVEL-1123343,CSX - 长沙 - CHANGSHA , 2023-04-17 , XFN - 襄阳（襄樊） - XIANGYANG（XIANGFAN） , 2023-04-17 , Train ,2023-11-07 09:49:06
TRAVEL-1123343,XFN - 襄阳（襄樊） - XIANGYANG（XIANGFAN） , 2023-04-19 , WDS - 十堰 - SHIYAN , 2023-04-19 , Train ,2023-11-07 09:49:06
TRAVEL-1123343,WDS - 十堰 - SHIYAN , 2023-04-21 , CSX - 长沙 - CHANGSHA , 2023-04-21 , Train ,2023-11-07 09:49:06
TRAVEL-1119728,苏州 , 2023-04-25 , 上海 , 2023-04-25 , Train ,2023-11-07 09:49:06
TRAVEL-1119728,上海 , 2023-04-25 , 曼谷 , 2023-04-25 , Plane ,2023-11-07 09:49:06
TRAVEL-1119728,曼谷 , 2023-04-30 , 上海 , 2023-04-30 , Plane ,2023-11-07 09:49:06
TRAVEL-1119728,上海 , 2023-04-30 , 苏州 , 2023-04-30 , Train ,2023-11-07 09:49:06
TRAVEL-1121394,SHA - 上海 - SHANGHAI , 2023-04-12 , CTU - 成都 - CHENGDU , 2023-04-12 , Plane ,2023-11-07 09:49:06
TRAVEL-1121394,CTU - 成都 - CHENGDU , 2023-04-16 , SHA - 上海 - SHANGHAI , 2023-04-16 , Plane ,2023-11-07 09:49:06
TRAVEL-1123096,SHA - 上海 - SHANGHAI , 2023-04-14 , KVN - 昆山 - KUNSHAN , 2023-04-14 , Train ,2023-11-07 09:49:06
TRAVEL-1124352,CAN - 广州 - GUANGZHOU , 2023-04-25 , WUH - 武汉 - WUHAN , 2023-04-25 , Train ,2023-11-07 09:49:06
TRAVEL-1124352,武汉 , 2023-04-26 , 广州 , 2023-04-26 , Train ,2023-11-07 09:49:06
TRAVEL-1124537,SHA - 上海 - SHANGHAI , 2023-04-19 , KVN - 昆山 - KUNSHAN , 2023-04-19 , Private Car ,2023-11-07 09:49:06
TRAVEL-1125396,SHA - 上海 - SHANGHAI , 2023-04-25 , CTU - 成都 - CHENGDU , 2023-04-25 , Plane ,2023-11-07 09:49:06
TRAVEL-1125396,CTU - 成都 - CHENGDU , 2023-04-26 , LXA - 拉萨 - LASA , 2023-04-26 , Plane ,2023-11-07 09:49:06
TRAVEL-1125396,LXA - 拉萨 - LASA , 2023-04-28 , SHA - 上海 - SHANGHAI , 2023-04-28 , Plane ,2023-11-07 09:49:06
TRAVEL-1125705,SHA - 上海 - SHANGHAI , 2023-05-21 , TYO - 东京 - TOKYO - JP - 日本 - JAPAN , 2023-05-21 , Plane ,2023-11-07 09:49:06
TRAVEL-1125705,TYO - 东京 - TOKYO - JP - 日本 - JAPAN , 2023-05-27 , SHA - 上海 - SHANGHAI , 2023-05-21 , Plane ,2023-11-07 09:49:06
TRAVEL-1125515,SHA - 上海 - SHANGHAI , 2023-04-19 , NKG - 南京 - NANJING , 2023-04-19 , Train ,2023-11-07 09:49:06
TRAVEL-1125515,NKG - 南京 - NANJING , 2023-04-19 , SHA - 上海 - SHANGH , 2023-04-19 , Train ,2023-11-07 09:49:06
TRAVEL-1126140,SHA - 上海 - SHANGHAI , 2023-05-09 , PEK - 北京 - BEIJING , 2023-05-09 , Plane ,2023-11-07 09:49:06
TRAVEL-1126140,PEK - 北京 - BEIJING , 2023-05-11 , TNA - 济南 - JINAN , 2023-05-11 , Train ,2023-11-07 09:49:06
TRAVEL-1126140,TNA - 济南 - JINAN , 2023-05-12 , XUZ - 徐州 - XUZHOU , 2023-05-12 , Train ,2023-11-07 09:49:06
TRAVEL-1126140,XUZ - 徐州 - XUZHOU , 2023-05-06 , SHA - 上海 - SHANGHAI , 2023-05-06 , Train ,2023-11-07 09:49:06
TRAVEL-1120590,SHA - 上海 - SHANGHAI , 2023-04-12 , CAN - 广州 - GUANGZHOU , 2023-04-12 , Plane ,2023-11-07 09:49:06
TRAVEL-1120590,SWA - 揭阳 - JIEYANG , 2023-04-14 , SHA - 上海 - SHANGHAI , 2023-04-14 , Plane ,2023-11-07 09:49:06
TRAVEL-1120697,CAN - 广州 - GUANGZHOU , 2023-04-11 , SHA - 上海 - SHANGHAI , 2023-04-11 , Plane ,2023-11-07 09:49:06
TRAVEL-1120697,SHA - 上海 - SHANGHAI , 2023-04-14 , CAN - 广州 - GUANGZHOU , 2023-04-14 , Plane ,2023-11-07 09:49:06
TRAVEL-1119846,TYN - 太原 - TAIYUAN , 2023-04-09 , CGO - 郑州 - ZHENGZHOU , 2023-04-09 , Train ,2023-11-07 09:49:06
TRAVEL-1119846,CGO - 郑州 - ZHENGZHOU , 2023-04-14 , TYN - 太原 - TAIYUAN , 2023-04-14 , Train ,2023-11-07 09:49:06
TRAVEL-1124567,KMG - 昆明 - KUNMING , 2023-04-24 , LXA - 拉萨 - LASA , 2023-04-24 , Plane ,2023-11-07 09:49:06
TRAVEL-1124567,LXA - 拉萨 - LASA , 2023-04-27 , KMG - 昆明 - KUNMING , 2023-04-27 , Plane ,2023-11-07 09:49:06
TRAVEL-1122872,SZV - 苏州 - SUZHOU , 2023-04-20 , NKG - 南京 - NANJING , 2023-04-20 , Train ,2023-11-07 09:49:06
TRAVEL-1122872,NKG - 南京 - NANJING , 2023-04-21 , SZV - 苏州 - SUZHOU , 2023-04-21 , Train ,2023-11-07 09:49:06
TRAVEL-1124582,SHA - 上海 - SHANGHAI , 2023-04-19 , CTU - 成都 - CHENGDU , 2023-04-19 , Plane ,2023-11-07 09:49:06
TRAVEL-1124582,CTU - 成都 - CHENGDU , 2023-04-21 , SHA - 上海 - SHANGHAI , 2023-04-21 , Plane ,2023-11-07 09:49:06
TRAVEL-1124347,SHA - 上海 - SHANGHAI , 2023-04-18 , KVN - 昆山 - KUNSHAN , 2023-04-18 , Train ,2023-11-07 09:49:06
TRAVEL-1124347,KVN - 昆山 - KUNSHAN , 2023-04-18 , SHA - 上海 - SHANGHAI , 2023-04-18 , Train ,2023-11-07 09:49:06
TRAVEL-1124842,SHA - 上海 - SHANGHAI , 2023-04-19 , XMN - 厦门 - XIAMEN , 2023-04-19 , Plane ,2023-11-07 09:49:06
TRAVEL-1124842,XMN - 厦门 - XIAMEN , 2023-04-20 , SHA - 上海 - SHANGHAI , 2023-04-20 , Plane ,2023-11-07 09:49:06
TRAVEL-1124674,HGH - 杭州 - HANGZHOU , 2023-04-18 , CN0399 - 嘉兴 - JIAXING , 2023-04-18 , Train ,2023-11-07 09:49:06
TRAVEL-1124674,CN0399 - 嘉兴 - JIAXING , 2023-04-21 , HGH - 杭州 - HANGZHOU , 2023-04-21 , Train ,2023-11-07 09:49:06
TRAVEL-1125204,CTU - 成都 - CHENGDU , 2023-04-23 , SHA - 上海 - SHANGHAI , 2023-04-23 , Plane ,2023-11-07 09:49:06
TRAVEL-1125204,SHA - 上海 - SHANGHAI , 2023-04-25 , CTU - 成都 - CHENGDU , 2023-04-25 , Plane ,2023-11-07 09:49:06
TRAVEL-1126328,PEK - 北京 - BEIJING , 2023-04-24 , SHA - 上海 - SHANGHAI , 2023-04-24 , Plane ,2023-11-07 09:49:06
TRAVEL-1126328,SHA - 上海 - SHANGHAI , 2023-04-27 , PEK - 北京 - BEIJING , 2023-04-27 , Plane ,2023-11-07 09:49:06
TRAVEL-1126235,SHA - 上海 - SHANGHAI , 2023-04-23 , NKG - 南京 - NANJING , 2023-04-23 , Train ,2023-11-07 09:49:06
TRAVEL-1126235,NKG - 南京 - NANJING , 2023-04-24 , SHA - 上海 - SHANGHAI , 2023-04-24 , Train ,2023-11-07 09:49:06
TRAVEL-1122218,SZX - 深圳 - SHENZHEN , 2023-04-12 , CAN - 广州 - GUANGZHOU , 2023-04-12 , Private Car ,2023-11-07 09:49:06
TRAVEL-1119882,SHA - 上海 - SHANGHAI , 2023-04-24 , NKG - 南京 - NANJING , 2023-04-24 , Train ,2023-11-07 09:49:06
TRAVEL-1119882,NKG - 南京 - NANJING , 2023-04-24 , SHA - 上海 - SHANGHAI , 2023-04-24 , Train ,2023-11-07 09:49:06
TRAVEL-1124544,SHA - 上海 - SHANGHAI , 2023-04-18 , KVN - 昆山 - KUNSHAN , 2023-04-18 , Private Car ,2023-11-07 09:49:06
TRAVEL-1124544,KVN - 昆山 - KUNSHAN , 2023-04-18 , SHA - 上海 - SHANGHAI , 2023-04-18 , Private Car ,2023-11-07 09:49:06
TRAVEL-1123316,SHA - 上海 - SHANGHAI , 2023-04-17 , SZX - 深圳 - SHENZHEN , 2023-04-17 , Plane ,2023-11-07 09:49:06
TRAVEL-1123316,SZX - 深圳 - SHENZHEN , 2023-04-19 , SHA - 上海 - SHANGHAI , 2023-04-19 , Plane ,2023-11-07 09:49:06
TRAVEL-1123327,CAN - 广州 - GUANGZHOU , 2023-04-24 , WUH - 武汉 - WUHAN , 2023-04-24 , Train ,2023-11-07 09:49:06
TRAVEL-1123327,WUH - 武汉 - WUHAN , 2023-04-26 , YIH - 宜昌 - YICHANG , 2023-04-26 , Train ,2023-11-07 09:49:06
TRAVEL-1123327,YIH - 宜昌 - YICHANG , 2023-04-26 , WUH - 武汉 - WUHAN , 2023-04-26 , Train ,2023-11-07 09:49:06
TRAVEL-1123327,WUH - 武汉 - WUHAN , 2023-04-27 , CSX - 长沙 - CHANGSHA , 2023-04-27 , Train ,2023-11-07 09:49:06
TRAVEL-1123327,CSX - 长沙 - CHANGSHA , 2023-04-28 , CAN - 广州 - GUANGZHOU , 2023-04-28 , Train ,2023-11-07 09:49:06
TRAVEL-1124517,SHA - 上海 - SHANGHAI , 2023-04-19 , NKG - 南京 - NANJING , 2023-04-19 , Train ,2023-11-07 09:49:06
